customer_id,recency,frequency,monetary,cluster,segment
C01913,165,1,131.56,1,Lapsed / Low-Value
C01914,8,28,7673.5,2,Champions
C01915,107,7,2347.67,3,At-Risk (Fading Regulars)
C01916,131,21,5475.05,3,At-Risk (Fading Regulars)
C01917,15,10,3290.32,0,Active Regulars
C01918,273,3,1895.01,3,At-Risk (Fading Regulars)
C01919,2,25,7854.32,2,Champions
C01920,3,39,10912.14,2,Champions
C01921,5,39,16010.69,2,Champions
C01923,220,10,5264.36,3,At-Risk (Fading Regulars)
C01924,64,4,1618.19,3,At-Risk (Fading Regulars)
C01925,3,13,4432.11,0,Active Regulars
C01926,46,8,2973.39,3,At-Risk (Fading Regulars)
C01927,7,13,2472.5299999999997,0,Active Regulars
C01928,47,10,2321.9,3,At-Risk (Fading Regulars)
C01930,2,29,7339.55,2,Champions
C01931,46,19,5076.42,0,Active Regulars
C01932,18,8,3602.58,0,Active Regulars
C01933,21,8,1511.06,0,Active Regulars
C01934,19,4,1476.21,0,Active Regulars
C01935,13,12,3400.79,0,Active Regulars
C01936,28,14,3816.25,0,Active Regulars
C01937,10,41,12531.19,2,Champions
C01938,350,1,76.86,1,Lapsed / Low-Value
C01939,5,9,2192.16,0,Active Regulars
C01940,12,24,7227.05,2,Champions
C01941,10,31,12576.67,2,Champions
C01943,4,32,12546.47,2,Champions
C01944,67,6,2588.46,3,At-Risk (Fading Regulars)
C01945,88,9,2275.96,3,At-Risk (Fading Regulars)
C01946,182,13,6511.97,3,At-Risk (Fading Regulars)
C01947,9,5,2091.25,0,Active Regulars
C01948,59,4,3706.2200000000003,3,At-Risk (Fading Regulars)
C01950,79,21,7367.22,2,Champions
C01951,3,4,1459.57,0,Active Regulars
C01952,72,1,414.3,1,Lapsed / Low-Value
C01953,99,3,628.56,1,Lapsed / Low-Value
C01954,5,31,11698.36,2,Champions
C01955,302,1,81.84,1,Lapsed / Low-Value
C01957,12,13,3814.3900000000003,0,Active Regulars
C01958,2,18,4477.79,2,Champions
C01959,162,4,1822.55,3,At-Risk (Fading Regulars)
C01961,118,16,5337.7,3,At-Risk (Fading Regulars)
C01962,5,19,7494.42,2,Champions
C01964,11,25,7387.28,2,Champions
C01966,200,1,66.65,1,Lapsed / Low-Value
C01968,84,2,324.6,1,Lapsed / Low-Value
C01969,255,2,348.49,1,Lapsed / Low-Value
C01971,52,6,2224.91,3,At-Risk (Fading Regulars)
C01972,2,35,14218.82,2,Champions
C01973,33,15,3342.17,0,Active Regulars
C01974,104,14,4865.82,3,At-Risk (Fading Regulars)
C01975,300,1,131.28,1,Lapsed / Low-Value
C01976,110,7,3792.1400000000003,3,At-Risk (Fading Regulars)
C01977,12,5,1852.16,0,Active Regulars
C01978,12,13,4154.17,0,Active Regulars
C01979,30,3,520.81,1,Lapsed / Low-Value
C01980,88,2,1001.8299999999999,1,Lapsed / Low-Value
C01982,4,41,20393.97,2,Champions
C01983,5,35,14359.63,2,Champions
C01984,8,7,1699.59,0,Active Regulars
C01985,7,13,4623.2,0,Active Regulars
C01986,139,1,219.99,1,Lapsed / Low-Value
C01987,242,1,133.82,1,Lapsed / Low-Value
C01988,168,20,7836.1900000000005,3,At-Risk (Fading Regulars)
C01989,31,8,1568.22,0,Active Regulars
C01990,341,1,280.06,1,Lapsed / Low-Value
C01991,3,6,1393.64,0,Active Regulars
C01992,23,4,790.06,0,Active Regulars
C01993,135,24,5279.78,3,At-Risk (Fading Regulars)
C01994,17,9,3521.36,0,Active Regulars
C01995,55,3,2431.34,3,At-Risk (Fading Regulars)
C01997,20,20,8998.130000000001,2,Champions
C01998,19,6,1498.1799999999998,0,Active Regulars
C02000,56,11,3673.45,3,At-Risk (Fading Regulars)
C02001,33,30,9509.02,2,Champions
C02002,28,13,3247.2,0,Active Regulars
C02003,23,4,787.65,0,Active Regulars
C02004,288,2,1782.66,3,At-Risk (Fading Regulars)
C02005,285,4,956.31,3,At-Risk (Fading Regulars)
C02006,16,12,3503.1200000000003,0,Active Regulars
C02007,321,1,128.04,1,Lapsed / Low-Value
C02008,264,1,534.93,1,Lapsed / Low-Value
C02009,70,4,2811.2,3,At-Risk (Fading Regulars)
C02010,114,2,425.35,1,Lapsed / Low-Value
C02011,29,4,3032.84,0,Active Regulars
C02013,1,20,7079.49,2,Champions
C02015,271,6,2422.31,3,At-Risk (Fading Regulars)
C02016,57,2,463.54999999999995,1,Lapsed / Low-Value
C02017,40,12,4926.74,0,Active Regulars
C02018,215,3,1219.44,3,At-Risk (Fading Regulars)
C02019,13,14,4353.1,0,Active Regulars
C02020,152,6,1130.68,3,At-Risk (Fading Regulars)
C02021,164,5,1022.6700000000001,3,At-Risk (Fading Regulars)
C02022,2,30,9359.76,2,Champions
C02024,180,1,171.92,1,Lapsed / Low-Value
C02025,129,4,2119.73,3,At-Risk (Fading Regulars)
C02026,94,1,1489.42,1,Lapsed / Low-Value
C02027,4,29,7165.57,2,Champions
C02028,65,7,1164.87,3,At-Risk (Fading Regulars)
C02029,280,2,415.16,1,Lapsed / Low-Value
C02030,11,9,3154.59,0,Active Regulars
C02031,15,12,4443.83,0,Active Regulars
C02032,9,27,9204.300000000001,2,Champions
C02033,34,17,5497.0199999999995,0,Active Regulars
C02034,13,8,3073.1099999999997,0,Active Regulars
C02035,36,9,4485.04,0,Active Regulars
C02036,15,9,4847.389999999999,0,Active Regulars
C02038,96,6,2001.45,3,At-Risk (Fading Regulars)
C02039,154,23,8170.78,3,At-Risk (Fading Regulars)
C02040,19,13,5884.3099999999995,0,Active Regulars
C02042,23,2,804.28,1,Lapsed / Low-Value
C02043,206,2,914.1800000000001,1,Lapsed / Low-Value
C02044,18,10,1583.14,0,Active Regulars
C02045,275,6,2212.64,3,At-Risk (Fading Regulars)
C02046,84,6,1687.0900000000001,3,At-Risk (Fading Regulars)
C02047,35,8,3863.71,0,Active Regulars
C02048,19,16,3680.36,0,Active Regulars
C02049,3,17,7432.82,2,Champions
C02050,8,21,5625.82,2,Champions
C02051,21,14,3888.12,0,Active Regulars
C02052,13,16,5020.82,2,Champions
C02053,57,10,4365.76,3,At-Risk (Fading Regulars)
C02054,319,1,354.33,1,Lapsed / Low-Value
C02055,223,1,320.53,1,Lapsed / Low-Value
C02056,4,8,3880.87,0,Active Regulars
C02057,24,7,1893.6200000000001,0,Active Regulars
C02058,61,1,310.28,1,Lapsed / Low-Value
C02059,5,4,1636.02,0,Active Regulars
C02060,202,3,412.17,1,Lapsed / Low-Value
C02061,312,3,633.8399999999999,1,Lapsed / Low-Value
C02062,9,8,3241.4,0,Active Regulars
C02063,5,4,1891.3200000000002,0,Active Regulars
C02064,20,15,5644.360000000001,0,Active Regulars
C02065,14,14,4719.63,0,Active Regulars
C02066,3,22,8546.0,2,Champions
C02068,16,8,2589.96,0,Active Regulars
C02069,252,7,2548.39,3,At-Risk (Fading Regulars)
C02070,12,3,1436.8600000000001,0,Active Regulars
C02071,79,2,263.1,1,Lapsed / Low-Value
C02072,94,20,4971.39,3,At-Risk (Fading Regulars)
C02073,11,15,7487.17,2,Champions
C02074,92,2,1459.6999999999998,3,At-Risk (Fading Regulars)
C02076,2,7,2797.6,0,Active Regulars
C02077,17,14,4113.29,0,Active Regulars
C02078,24,7,1093.23,0,Active Regulars
C02079,269,1,115.73,1,Lapsed / Low-Value
C02080,12,8,2791.99,0,Active Regulars
C02081,12,6,1043.85,0,Active Regulars
C02082,101,17,9040.37,3,At-Risk (Fading Regulars)
C02083,49,1,1187.42,1,Lapsed / Low-Value
C02084,64,2,699.38,1,Lapsed / Low-Value
C02085,68,4,1906.99,3,At-Risk (Fading Regulars)
C02086,31,5,978.53,3,At-Risk (Fading Regulars)
C02087,91,2,698.49,1,Lapsed / Low-Value
C02088,77,29,6387.66,2,Champions
C02089,91,21,6046.95,3,At-Risk (Fading Regulars)
C02090,9,15,6489.16,2,Champions
C02091,2,29,10164.619999999999,2,Champions
C02093,1,34,8289.55,2,Champions
C02094,292,1,498.89,1,Lapsed / Low-Value
C02095,8,2,1539.68,0,Active Regulars
C02096,7,14,4103.54,0,Active Regulars
C02097,6,30,9938.98,2,Champions
C02098,2,28,10827.37,2,Champions
C02100,77,2,1424.18,3,At-Risk (Fading Regulars)
C02101,29,14,4837.1,0,Active Regulars
C02102,48,14,3838.6099999999997,0,Active Regulars
C02103,364,1,224.51,1,Lapsed / Low-Value
C02104,32,7,2080.02,0,Active Regulars
C02105,46,2,525.12,1,Lapsed / Low-Value
C02106,68,43,14829.26,2,Champions
C02107,154,9,2115.14,3,At-Risk (Fading Regulars)
C02108,150,6,851.7,3,At-Risk (Fading Regulars)
C02109,9,2,221.32,1,Lapsed / Low-Value
C02110,12,17,7078.3099999999995,2,Champions
C02111,1,10,3420.53,0,Active Regulars
C02112,4,12,4483.71,0,Active Regulars
C02113,36,13,3589.25,0,Active Regulars
C02115,83,12,3220.81,3,At-Risk (Fading Regulars)
C02116,241,4,2058.2,3,At-Risk (Fading Regulars)
C02117,138,8,2227.44,3,At-Risk (Fading Regulars)
C02118,53,2,819.51,1,Lapsed / Low-Value
C02119,84,9,3812.62,3,At-Risk (Fading Regulars)
C02120,143,1,316.68,1,Lapsed / Low-Value
C02121,1,12,3612.92,0,Active Regulars
C02122,3,25,9744.34,2,Champions
C02123,178,1,328.39,1,Lapsed / Low-Value
C02124,6,3,609.76,0,Active Regulars
C02125,37,5,839.06,3,At-Risk (Fading Regulars)
C02126,15,4,1523.46,0,Active Regulars
C02127,264,2,310.85,1,Lapsed / Low-Value
C02128,26,12,3078.15,0,Active Regulars
C02129,309,3,491.66,1,Lapsed / Low-Value
C02130,282,3,1207.35,3,At-Risk (Fading Regulars)
C02131,49,3,999.81,3,At-Risk (Fading Regulars)
C02132,44,6,1448.83,3,At-Risk (Fading Regulars)
C02133,76,4,1284.76,3,At-Risk (Fading Regulars)
C02134,13,8,1545.64,0,Active Regulars
C02135,201,8,2647.7799999999997,3,At-Risk (Fading Regulars)
C02136,11,20,6756.53,2,Champions
C02137,349,1,130.21,1,Lapsed / Low-Value
C02138,2,70,28005.61,2,Champions
C02139,158,3,2299.95,3,At-Risk (Fading Regulars)
C02140,76,7,1485.9,3,At-Risk (Fading Regulars)
C02141,21,7,1958.41,0,Active Regulars
C02142,147,3,874.1099999999999,1,Lapsed / Low-Value
C02143,4,12,3655.99,0,Active Regulars
C02144,21,9,2388.3599999999997,0,Active Regulars
C02145,339,2,1699.81,3,At-Risk (Fading Regulars)
C02146,348,1,221.97,1,Lapsed / Low-Value
C02147,15,14,4341.09,0,Active Regulars
C02148,12,6,1426.3,0,Active Regulars
C02150,7,28,9061.22,2,Champions
C02152,19,4,1633.52,0,Active Regulars
C02153,43,7,2986.4700000000003,3,At-Risk (Fading Regulars)
C02154,4,20,7251.51,2,Champions
C02156,30,17,5987.3,2,Champions
C02157,111,13,3259.2400000000002,3,At-Risk (Fading Regulars)
C02158,168,20,5675.85,3,At-Risk (Fading Regulars)
C02159,6,41,13719.46,2,Champions
C02160,1,8,1736.1100000000001,0,Active Regulars
C02161,293,4,1072.43,3,At-Risk (Fading Regulars)
C02162,41,20,7276.62,2,Champions
C02164,90,4,1396.8,3,At-Risk (Fading Regulars)
C02165,95,3,1072.85,3,At-Risk (Fading Regulars)
C02166,14,15,5871.98,2,Champions
C02167,32,12,6052.29,0,Active Regulars
C02168,8,13,4460.73,0,Active Regulars
C02169,177,24,10107.14,3,At-Risk (Fading Regulars)
C02170,92,1,151.57,1,Lapsed / Low-Value
C02171,165,2,602.5799999999999,1,Lapsed / Low-Value
C02172,142,3,665.14,1,Lapsed / Low-Value
C02173,23,9,2889.52,0,Active Regulars
C02175,296,7,1302.24,3,At-Risk (Fading Regulars)
C02177,52,6,1314.68,3,At-Risk (Fading Regulars)
C02178,174,5,743.31,3,At-Risk (Fading Regulars)
C02179,3,36,10508.72,2,Champions
C02180,170,1,523.94,1,Lapsed / Low-Value
C02181,44,8,1142.8,3,At-Risk (Fading Regulars)
C02182,100,7,1815.17,3,At-Risk (Fading Regulars)
C02184,14,11,3129.04,0,Active Regulars
C02185,63,9,3732.73,3,At-Risk (Fading Regulars)
C02186,25,12,5067.16,0,Active Regulars
C02188,7,27,8678.869999999999,2,Champions
C02189,28,6,2634.03,0,Active Regulars
C02190,2,21,7295.51,2,Champions
C02191,276,2,701.72,1,Lapsed / Low-Value
C02192,173,4,848.82,3,At-Risk (Fading Regulars)
C02193,158,8,2349.63,3,At-Risk (Fading Regulars)
C02194,48,6,1767.76,3,At-Risk (Fading Regulars)
C02195,27,7,2461.1,0,Active Regulars
C02196,11,6,2895.74,0,Active Regulars
C02197,1,39,11651.82,2,Champions
C02198,133,4,1122.95,3,At-Risk (Fading Regulars)
C02199,46,19,7945.07,2,Champions
C02200,1,120,36012.94,2,Champions
C02201,1,78,27248.0,2,Champions
C02202,197,1,115.32,1,Lapsed / Low-Value
C02203,13,23,7313.12,2,Champions
C02204,5,13,4490.39,0,Active Regulars
C02205,4,25,7700.87,2,Champions
C02207,19,11,4836.46,0,Active Regulars
C02208,257,4,1525.4,3,At-Risk (Fading Regulars)
C02211,7,6,1960.47,0,Active Regulars
C02212,18,8,2512.05,0,Active Regulars
C02214,14,4,1545.67,0,Active Regulars
C02215,7,14,4517.9400000000005,0,Active Regulars
C02216,6,27,6681.1900000000005,2,Champions
C02217,243,8,2753.9900000000002,3,At-Risk (Fading Regulars)
C02219,27,12,3269.35,0,Active Regulars
C02220,43,3,998.22,3,At-Risk (Fading Regulars)
C02221,286,2,356.42,1,Lapsed / Low-Value
C02222,263,1,383.4,1,Lapsed / Low-Value
C02223,6,31,9070.9,2,Champions
C02225,298,7,2217.57,3,At-Risk (Fading Regulars)
C02226,148,2,500.96,1,Lapsed / Low-Value
C02228,23,5,873.79,0,Active Regulars
C02229,1,10,3148.96,0,Active Regulars
C02230,281,4,1077.6799999999998,3,At-Risk (Fading Regulars)
C02231,70,8,1526.46,3,At-Risk (Fading Regulars)
C02232,61,2,496.82,1,Lapsed / Low-Value
C02233,11,11,4021.17,0,Active Regulars
C02234,273,2,921.4100000000001,1,Lapsed / Low-Value
C02235,142,1,148.82,1,Lapsed / Low-Value
C02236,250,6,1462.69,3,At-Risk (Fading Regulars)
C02237,20,24,7319.65,2,Champions
C02238,5,13,6848.26,2,Champions
C02239,16,2,335.14,1,Lapsed / Low-Value
C02240,10,9,3517.46,0,Active Regulars
C02241,34,24,11575.31,2,Champions
C02242,175,11,7188.969999999999,3,At-Risk (Fading Regulars)
C02243,37,2,677.52,1,Lapsed / Low-Value
C02244,258,4,771.4300000000001,1,Lapsed / Low-Value
C02245,17,7,2751.45,0,Active Regulars
C02246,58,8,2751.02,3,At-Risk (Fading Regulars)
C02247,262,3,811.58,1,Lapsed / Low-Value
C02248,50,1,390.42,1,Lapsed / Low-Value
C02249,54,12,5481.0,3,At-Risk (Fading Regulars)
C02250,8,14,4092.23,0,Active Regulars
C02251,24,5,1049.13,0,Active Regulars
C02252,1,9,2003.3700000000001,0,Active Regulars
C02253,235,5,1479.75,3,At-Risk (Fading Regulars)
C02254,11,4,1204.95,0,Active Regulars
C02255,34,1,88.52,1,Lapsed / Low-Value
C02256,116,47,13458.27,2,Champions
C02257,90,9,1940.02,3,At-Risk (Fading Regulars)
C02258,2,35,12183.06,2,Champions
C02259,5,14,5341.02,2,Champions
C02260,191,1,152.68,1,Lapsed / Low-Value
C02261,1,34,11983.24,2,Champions
C02262,25,5,3663.3,0,Active Regulars
C02263,195,7,2163.08,3,At-Risk (Fading Regulars)
C02264,38,9,2847.6,0,Active Regulars
C02265,177,4,1072.46,3,At-Risk (Fading Regulars)
C02266,1,26,8657.15,2,Champions
C02267,39,4,1175.92,3,At-Risk (Fading Regulars)
C02268,135,4,1377.19,3,At-Risk (Fading Regulars)
C02269,1,12,3807.54,0,Active Regulars
C02270,5,78,25355.57,2,Champions
C02271,2,19,7681.86,2,Champions
C02273,60,8,3333.4700000000003,3,At-Risk (Fading Regulars)
C02274,129,2,712.94,1,Lapsed / Low-Value
C02275,3,45,13582.039999999999,2,Champions
C02276,3,30,10457.4,2,Champions
C02277,291,1,132.88,1,Lapsed / Low-Value
C02278,355,1,194.17,1,Lapsed / Low-Value
C02279,313,2,604.24,1,Lapsed / Low-Value
C02280,315,3,1554.3899999999999,3,At-Risk (Fading Regulars)
C02281,25,5,1403.08,0,Active Regulars
C02282,40,13,5270.18,0,Active Regulars
C02283,271,2,443.64,1,Lapsed / Low-Value
C02284,334,1,71.5,1,Lapsed / Low-Value
C02285,87,6,1481.22,3,At-Risk (Fading Regulars)
C02286,67,12,6487.839999999999,3,At-Risk (Fading Regulars)
C02287,8,29,8847.26,2,Champions
C02289,10,20,5883.63,2,Champions
C02290,6,21,8096.69,2,Champions
C02291,42,15,4641.4,0,Active Regulars
C02292,8,5,1215.15,0,Active Regulars
C02293,281,2,338.02,1,Lapsed / Low-Value
C02294,1,34,11184.69,2,Champions
C02296,197,3,874.59,1,Lapsed / Low-Value
C02297,233,5,1816.58,3,At-Risk (Fading Regulars)
C02298,21,6,1727.62,0,Active Regulars
C02299,229,1,256.37,1,Lapsed / Low-Value
C02300,24,7,3007.3900000000003,0,Active Regulars
C02301,20,4,1069.98,0,Active Regulars
C02302,111,2,915.17,1,Lapsed / Low-Value
C02303,15,21,4734.3,2,Champions
C02304,46,17,4660.08,0,Active Regulars
C02305,27,7,1996.97,0,Active Regulars
C02306,43,16,5205.52,0,Active Regulars
C02307,56,4,809.72,3,At-Risk (Fading Regulars)
C02308,274,2,454.28,1,Lapsed / Low-Value
C02309,5,21,6996.86,2,Champions
C02310,77,7,2679.0699999999997,3,At-Risk (Fading Regulars)
C02311,16,4,681.13,0,Active Regulars
C02312,142,2,1672.1399999999999,3,At-Risk (Fading Regulars)
C02313,80,20,4715.52,3,At-Risk (Fading Regulars)
C02314,19,11,3959.23,0,Active Regulars
C02316,32,9,1992.76,0,Active Regulars
C02318,3,15,5936.0599999999995,2,Champions
C02319,19,21,7724.32,2,Champions
C02320,260,2,853.62,1,Lapsed / Low-Value
C02321,117,7,1569.15,3,At-Risk (Fading Regulars)
C02322,5,18,6360.46,2,Champions
C02323,1,71,23420.48,2,Champions
C02324,77,10,3074.7599999999998,3,At-Risk (Fading Regulars)
C02325,57,4,3381.98,3,At-Risk (Fading Regulars)
C02326,156,10,4543.65,3,At-Risk (Fading Regulars)
C02327,3,13,4643.92,2,Champions
C02328,299,3,686.71,1,Lapsed / Low-Value
C02329,50,8,3027.42,3,At-Risk (Fading Regulars)
C02330,117,6,1651.59,3,At-Risk (Fading Regulars)
C02331,10,8,2347.85,0,Active Regulars
C02332,89,4,694.94,1,Lapsed / Low-Value
C02333,9,5,1004.21,0,Active Regulars
C02334,106,9,2821.09,3,At-Risk (Fading Regulars)
C02335,76,4,674.31,1,Lapsed / Low-Value
C02337,218,1,1186.25,1,Lapsed / Low-Value
C02338,316,1,300.89,1,Lapsed / Low-Value
C02339,50,5,1109.04,3,At-Risk (Fading Regulars)
C02340,91,4,1277.95,3,At-Risk (Fading Regulars)
C02341,281,1,403.2,1,Lapsed / Low-Value
C02342,14,13,4340.06,0,Active Regulars
C02343,47,1,134.57,1,Lapsed / Low-Value
C02344,29,12,3725.62,0,Active Regulars
C02345,237,1,479.95,1,Lapsed / Low-Value
C02346,13,19,6710.72,2,Champions
C02347,1,39,11965.12,2,Champions
C02348,4,8,2072.29,0,Active Regulars
C02350,143,4,1297.1399999999999,3,At-Risk (Fading Regulars)
C02351,141,1,158.74,1,Lapsed / Low-Value
C02352,57,7,2091.69,3,At-Risk (Fading Regulars)
C02353,52,5,820.2,3,At-Risk (Fading Regulars)
C02354,15,16,6090.68,2,Champions
C02355,2,18,6412.49,2,Champions
C02356,273,1,94.12,1,Lapsed / Low-Value
C02357,19,8,1231.17,0,Active Regulars
C02358,204,4,1733.96,3,At-Risk (Fading Regulars)
C02359,11,7,2148.19,0,Active Regulars
C02360,11,4,1226.66,0,Active Regulars
C02361,11,16,4460.6,0,Active Regulars
C02363,97,2,391.02,1,Lapsed / Low-Value
C02364,9,3,851.09,0,Active Regulars
C02365,248,1,146.12,1,Lapsed / Low-Value
C02366,168,2,715.58,1,Lapsed / Low-Value
C02367,72,30,10915.77,2,Champions
C02368,74,2,411.68,1,Lapsed / Low-Value
C02370,4,18,6796.15,2,Champions
C02371,51,6,1349.93,3,At-Risk (Fading Regulars)
C02372,16,33,14527.63,2,Champions
C02373,3,36,14276.84,2,Champions
C02374,143,5,2989.0499999999997,3,At-Risk (Fading Regulars)
C02375,11,27,7379.51,2,Champions
C02376,7,19,7681.36,2,Champions
C02377,116,2,739.01,1,Lapsed / Low-Value
C02378,246,1,527.27,1,Lapsed / Low-Value
C02379,127,3,1557.75,3,At-Risk (Fading Regulars)
C02380,4,19,5455.25,2,Champions
C02382,74,6,2139.0299999999997,3,At-Risk (Fading Regulars)
C02383,82,9,1873.91,3,At-Risk (Fading Regulars)
C02384,12,26,9043.460000000001,2,Champions
C02385,120,8,1981.06,3,At-Risk (Fading Regulars)
C02386,258,1,64.28,1,Lapsed / Low-Value
C02387,2,39,15265.23,2,Champions
C02388,4,4,1140.42,0,Active Regulars
C02389,3,7,1929.97,0,Active Regulars
C02390,228,1,369.67,1,Lapsed / Low-Value
C02391,8,29,10311.95,2,Champions
C02392,53,7,1423.45,3,At-Risk (Fading Regulars)
C02393,35,4,2981.9,3,At-Risk (Fading Regulars)
C02394,75,16,4550.95,3,At-Risk (Fading Regulars)
C02396,31,12,2853.75,0,Active Regulars
C02397,202,2,694.26,1,Lapsed / Low-Value
C02398,41,9,2589.0699999999997,3,At-Risk (Fading Regulars)
C02399,7,17,6414.25,2,Champions
C02400,200,3,464.8,1,Lapsed / Low-Value
C02401,12,21,7934.62,2,Champions
C02402,124,7,3759.59,3,At-Risk (Fading Regulars)
C02403,11,43,17141.55,2,Champions
C02404,61,12,5875.06,3,At-Risk (Fading Regulars)
C02405,60,7,1270.27,3,At-Risk (Fading Regulars)
C02406,30,6,2198.06,0,Active Regulars
C02407,99,2,402.65,1,Lapsed / Low-Value
C02408,3,19,6101.01,2,Champions
C02410,11,8,2106.11,0,Active Regulars
C02411,5,37,11809.9,2,Champions
C02412,282,7,1969.53,3,At-Risk (Fading Regulars)
C02413,31,2,1349.27,3,At-Risk (Fading Regulars)
C02414,80,14,4036.43,3,At-Risk (Fading Regulars)
C02415,9,17,5461.82,2,Champions
C02416,209,7,3659.27,3,At-Risk (Fading Regulars)
C02417,13,24,6665.01,2,Champions
C02418,152,7,3540.5299999999997,3,At-Risk (Fading Regulars)
C02419,12,17,4122.04,0,Active Regulars
C02420,60,17,6670.02,3,At-Risk (Fading Regulars)
C02421,4,16,7876.63,2,Champions
C02422,58,4,691.64,3,At-Risk (Fading Regulars)
C02423,20,17,7707.9400000000005,2,Champions
C02424,11,20,5844.41,2,Champions
C02425,23,28,9433.89,2,Champions
C02426,1,26,7682.45,2,Champions
C02427,45,3,1394.0900000000001,3,At-Risk (Fading Regulars)
C02428,186,1,136.96,1,Lapsed / Low-Value
C02430,2,9,2175.73,0,Active Regulars
C02431,37,5,1962.09,3,At-Risk (Fading Regulars)
C02432,13,11,3662.41,0,Active Regulars
C02433,11,3,815.26,0,Active Regulars
C02434,122,5,2364.41,3,At-Risk (Fading Regulars)
C02435,272,4,1539.6699999999998,3,At-Risk (Fading Regulars)
C02436,2,7,2860.19,0,Active Regulars
C02437,2,18,7747.8,2,Champions
C02439,10,13,3956.67,0,Active Regulars
C02440,308,5,1804.8999999999999,3,At-Risk (Fading Regulars)
C02441,65,2,406.24,1,Lapsed / Low-Value
C02442,18,13,3555.0,0,Active Regulars
C02443,6,8,2352.55,0,Active Regulars
C02444,154,7,2376.66,3,At-Risk (Fading Regulars)
C02445,2,23,8306.67,2,Champions
C02446,33,1,522.35,1,Lapsed / Low-Value
C02447,10,12,4537.87,0,Active Regulars
C02448,3,21,6466.55,2,Champions
C02449,312,1,546.18,1,Lapsed / Low-Value
C02450,118,5,3329.65,3,At-Risk (Fading Regulars)
C02451,139,6,1601.96,3,At-Risk (Fading Regulars)
C02452,11,7,1993.19,0,Active Regulars
C02453,2,55,20773.87,2,Champions
C02454,299,9,2445.22,3,At-Risk (Fading Regulars)
C02455,10,26,7497.85,2,Champions
C02456,240,2,590.36,1,Lapsed / Low-Value
C02457,2,42,14593.22,2,Champions
C02459,14,15,5797.76,2,Champions
C02460,121,5,996.37,3,At-Risk (Fading Regulars)
C02461,285,1,181.81,1,Lapsed / Low-Value
C02462,1,12,5946.52,2,Champions
C02463,329,2,678.37,1,Lapsed / Low-Value
C02464,16,8,6560.41,0,Active Regulars
C02465,64,10,3114.6,3,At-Risk (Fading Regulars)
C02466,11,11,5288.75,0,Active Regulars
C02467,256,1,367.14,1,Lapsed / Low-Value
C02468,12,11,2875.4,0,Active Regulars
C02469,175,5,1671.4499999999998,3,At-Risk (Fading Regulars)
C02470,13,9,2680.79,0,Active Regulars
C02471,67,3,1216.6399999999999,3,At-Risk (Fading Regulars)
C02472,21,3,1660.7399999999998,0,Active Regulars
C02473,7,6,1873.23,0,Active Regulars
C02474,108,18,4337.52,3,At-Risk (Fading Regulars)
C02475,7,19,5403.01,2,Champions
C02476,2,45,16136.71,2,Champions
C02477,41,7,1922.95,3,At-Risk (Fading Regulars)
C02478,44,5,1585.83,3,At-Risk (Fading Regulars)
C02479,28,19,7115.74,2,Champions
C02480,304,4,1068.49,3,At-Risk (Fading Regulars)
C02481,74,11,3760.84,3,At-Risk (Fading Regulars)
C02482,160,13,4411.37,3,At-Risk (Fading Regulars)
C02483,13,30,7486.9,2,Champions
C02484,68,5,1036.99,3,At-Risk (Fading Regulars)
C02485,183,2,925.22,1,Lapsed / Low-Value
C02486,11,21,7521.89,2,Champions
C02487,4,20,8556.28,2,Champions
C02488,37,5,1631.22,3,At-Risk (Fading Regulars)
C02489,71,9,2130.37,3,At-Risk (Fading Regulars)
C02490,10,32,9633.39,2,Champions
C02491,7,13,3914.94,0,Active Regulars
C02492,37,16,6329.06,0,Active Regulars
C02495,46,7,2932.83,3,At-Risk (Fading Regulars)
C02496,328,1,75.04,1,Lapsed / Low-Value
C02497,264,3,1967.29,3,At-Risk (Fading Regulars)
C02498,1,4,929.56,0,Active Regulars
C02499,28,8,1947.18,0,Active Regulars
C02500,23,8,4801.07,0,Active Regulars
C02501,26,12,4563.92,0,Active Regulars
C02502,279,3,964.94,1,Lapsed / Low-Value
C02503,46,9,2076.64,3,At-Risk (Fading Regulars)
C02504,8,12,8588.39,2,Champions
C02505,12,28,9886.25,2,Champions
C02506,18,18,8342.92,2,Champions
C02507,283,3,1017.0400000000001,1,Lapsed / Low-Value
C02508,71,2,877.6800000000001,1,Lapsed / Low-Value
C02509,122,8,1815.69,3,At-Risk (Fading Regulars)
C02511,39,7,2453.9500000000003,3,At-Risk (Fading Regulars)
C02513,14,36,13737.460000000001,2,Champions
C02514,3,6,2758.96,0,Active Regulars
C02515,112,3,871.11,1,Lapsed / Low-Value
C02516,296,1,422.36,1,Lapsed / Low-Value
C02517,12,5,1486.2600000000002,0,Active Regulars
C02518,12,16,5555.91,2,Champions
C02519,14,17,5820.6,2,Champions
C02520,1,12,2821.46,0,Active Regulars
C02521,107,2,120.06,1,Lapsed / Low-Value
C02522,9,29,9023.22,2,Champions
C02523,191,4,1213.71,3,At-Risk (Fading Regulars)
C02525,7,36,10642.56,2,Champions
C02526,139,1,600.99,1,Lapsed / Low-Value
C02527,3,25,10678.9,2,Champions
C02528,275,1,488.75,1,Lapsed / Low-Value
C02530,34,3,860.48,3,At-Risk (Fading Regulars)
C02531,24,4,915.7,0,Active Regulars
C02532,2,46,13541.710000000001,2,Champions
C02533,2,3,957.02,0,Active Regulars
